_id,name,stockCode,__v,age,createdAt,degree,description,gender,group,is13NPCMember,isCCPMember,lastUpdated,salary,stockAmount,stockName,title,updatedAt,sentence,subSentence,tinySentence,keyword,positionStart,positionEnd,job,jobStart,jobEnd
5f6658c0ade9005a1ee981f3,袁骏,600115,0,60,1600542912107,硕士,"袁骏先生现任中国东方航空股份有限公司职工董事、工会主席,东航集团职工董事、工会主席。袁先生于一九九七年加入民航业,二〇〇七年五月至二〇一一年十月任中国东方航空股份有限公司党委工作部副部长、部长,二〇一一年十月至二〇一六年五月任中国东方航空股份有限公司人力资源部总经理,二〇一四年七月至二〇一八年三月任中国东方航空股份有限公司人力资源总监,二〇一五年六月至二〇一六年九月兼任中国东方航空股份有限公司地面服务部总经理、党委副书记,二〇一六年九月至二〇一八年十月兼任东航集团人力资源部部长,二〇一七年十二月起任东航集团职工董事,二〇一八年二月起任中国东方航空股份有限公司职工董事,二〇一八年四月起任中国东方航空股份有限公司工会主席,二〇一八年五月起任东航集团工会主席。袁骏先生还担任上海市技师协会副会长。袁骏先生拥有复旦大学高级管理人员工商管理硕士学位和高级政工师职称。",男,board,,,1577923200000,0,0,东方航空,职工董事,1608513627578,"袁先生于一九九七年加入民航业,二〇〇七年五月至二〇一一年十月任中国东方航空股份有限公司党委工作部副部长、部长,二〇一一年十月至二〇一六年五月任中国东方航空股份有限公司人力资源部总经理,二〇一四年七月至二〇一八年三月任中国东方航空股份有限公司人力资源总监,二〇一五年六月至二〇一六年九月兼任中国东方航空股份有限公司地面服务部总经理、党委副书记,二〇一六年九月至二〇一八年十月兼任东航集团人力资源部部长,二〇一七年十二月起任东航集团职工董事,二〇一八年二月起任中国东方航空股份有限公司职工董事,二〇一八年四月起任中国东方航空股份有限公司工会主席,二〇一八年五月起任东航集团工会主席",二〇一五年六月至二〇一六年九月兼任中国东方航空股份有限公司地面服务部总经理、党委副书记,党委副书记,党委,0,2,副书记,2,5
5f6658c4ade9005a1ee98287,何福俊,600116,0,56,1600542916377,本科,"何福俊,男,56岁,大学本科学历,高级经济师。现任三峡电能有限公司总经济师,重庆涪陵能源实业集团有限公司党委书记、董事长。曾任重庆涪陵能源实业集团有限公司总经理,重庆市涪陵水利电力投资集团党委书记、董事长、总经理。",男,board,,,1593475200000,0,0,三峡水利,董事,1608513635231,"现任三峡电能有限公司总经济师,重庆涪陵能源实业集团有限公司党委书记、董事长",重庆涪陵能源实业集团有限公司党委书记、董事长,重庆涪陵能源实业集团有限公司党委书记,党委,14,16,书记,16,18
5f6658c4ade9005a1ee98287,何福俊,600116,0,56,1600542916377,本科,"何福俊,男,56岁,大学本科学历,高级经济师。现任三峡电能有限公司总经济师,重庆涪陵能源实业集团有限公司党委书记、董事长。曾任重庆涪陵能源实业集团有限公司总经理,重庆市涪陵水利电力投资集团党委书记、董事长、总经理。",男,board,,,1593475200000,0,0,三峡水利,董事,1608513635231,"曾任重庆涪陵能源实业集团有限公司总经理,重庆市涪陵水利电力投资集团党委书记、董事长、总经理",重庆市涪陵水利电力投资集团党委书记、董事长、总经理,重庆市涪陵水利电力投资集团党委书记,党委,13,15,书记,15,17
5f6658c4ade9005a1ee982b0,张兴安,600116,0,66,1600542916657,本科,"张兴安,男,律师,大学本科学历。现任重庆三峡水利电力(集团)股份有限公司独立董事,兼任重庆渝万律师事务所主任,重庆市万州区人大代表,重庆市万州区工商联名誉会长,重庆市律师协会副会长、党委委员。曾任四川省三峡律师事务所主任,重庆市第四届党代会代表,重庆市第二届、第三届人大代表。",男,board,,,1536883200000,59500,0,三峡水利,独立董事,1608513635497,"现任重庆三峡水利电力(集团)股份有限公司独立董事,兼任重庆渝万律师事务所主任,重庆市万州区人大代表,重庆市万州区工商联名誉会长,重庆市律师协会副会长、党委委员",重庆市律师协会副会长、党委委员,党委委员,党委,0,2,委员,2,4
5f6658c4ade9005a1ee982b0,张兴安,600116,0,66,1600542916657,本科,"张兴安,男,律师,大学本科学历。现任重庆三峡水利电力(集团)股份有限公司独立董事,兼任重庆渝万律师事务所主任,重庆市万州区人大代表,重庆市万州区工商联名誉会长,重庆市律师协会副会长、党委委员。曾任四川省三峡律师事务所主任,重庆市第四届党代会代表,重庆市第二届、第三届人大代表。",男,board,,,1536883200000,59500,0,三峡水利,独立董事,1608513635497,"曾任四川省三峡律师事务所主任,重庆市第四届党代会代表,重庆市第二届、第三届人大代表",重庆市第四届党代会代表,重庆市第四届党代会代表,党代会,6,9,代表,9,11
5f66579fade9005a1ee9567e,张燕琦,600094,0,46,1600542623082,硕士,"张燕琦:女,中共党员,硕士研究生、MBA,证券从业专业水平二级。现任上海大名城企业股份有限公司董事会秘书,子公司上海大名城贸易有限公司法定代表人、上海名城实业有限公司法定代表人、上海名城汇实业发展有限公司法定代表人、上海名城钰企业发展有限公司法定代表人、上海秀弛实业有限公司法定代表人、上海御雄实业有限公司法定代表人、上海航都置业有限公司法定代表人、南京顺泰置业有限公司法定代表人、杭州名振实业有限公司法定代表人、东福名城(常州)置业发展有限公司法定代表人、深圳名城金控(集团)有限公司监事。",女,manager,,1,1594425600000,671500,0,大名城,董事会秘书,1608513511108,"张燕琦:女,中共党员,硕士研究生、MBA,证券从业专业水平二级",中共党员,中共党员,中共,0,2,党员,2,4
5f6657b0ade9005a1ee95a1b,汪涛,600097,0,58,1600542640372,本科,"汪涛,男,1962年10月出生,中共党员,本科学历,高级政工师、高级企业文化管理师。曾任上海远洋渔业有限公司办公室副主任,上海水产(集团)总公司远洋渔业二部党委书记、副经理。现任上海开创国际海洋资源股份有限公司暨上海开创远洋渔业有限公司党委副书记、纪委书记、董事会秘书。",男,manager,,1,1604707200000,733000,0,开创国际,董事会秘书,1608513526977,"汪涛,男,1962年10月出生,中共党员,本科学历,高级政工师、高级企业文化管理师",中共党员,中共党员,中共,0,2,党员,2,4
5f6657b0ade9005a1ee95a1b,汪涛,600097,0,58,1600542640372,本科,"汪涛,男,1962年10月出生,中共党员,本科学历,高级政工师、高级企业文化管理师。曾任上海远洋渔业有限公司办公室副主任,上海水产(集团)总公司远洋渔业二部党委书记、副经理。现任上海开创国际海洋资源股份有限公司暨上海开创远洋渔业有限公司党委副书记、纪委书记、董事会秘书。",男,manager,,1,1604707200000,733000,0,开创国际,董事会秘书,1608513526977,"曾任上海远洋渔业有限公司办公室副主任,上海水产(集团)总公司远洋渔业二部党委书记、副经理",上海水产(集团)总公司远洋渔业二部党委书记、副经理,上海水产(集团)总公司远洋渔业二部党委书记,党委,17,19,书记,19,21
5f6657b0ade9005a1ee95a1b,汪涛,600097,0,58,1600542640372,本科,"汪涛,男,1962年10月出生,中共党员,本科学历,高级政工师、高级企业文化管理师。曾任上海远洋渔业有限公司办公室副主任,上海水产(集团)总公司远洋渔业二部党委书记、副经理。现任上海开创国际海洋资源股份有限公司暨上海开创远洋渔业有限公司党委副书记、纪委书记、董事会秘书。",男,manager,,1,1604707200000,733000,0,开创国际,董事会秘书,1608513526977,现任上海开创国际海洋资源股份有限公司暨上海开创远洋渔业有限公司党委副书记、纪委书记、董事会秘书,现任上海开创国际海洋资源股份有限公司暨上海开创远洋渔业有限公司党委副书记、纪委书记、董事会秘书,现任上海开创国际海洋资源股份有限公司暨上海开创远洋渔业有限公司党委副书记,党委,31,33,副书记,33,36
5f6657b0ade9005a1ee95a1b,汪涛,600097,0,58,1600542640372,本科,"汪涛,男,1962年10月出生,中共党员,本科学历,高级政工师、高级企业文化管理师。曾任上海远洋渔业有限公司办公室副主任,上海水产(集团)总公司远洋渔业二部党委书记、副经理。现任上海开创国际海洋资源股份有限公司暨上海开创远洋渔业有限公司党委副书记、纪委书记、董事会秘书。",男,manager,,1,1604707200000,733000,0,开创国际,董事会秘书,1608513526977,现任上海开创国际海洋资源股份有限公司暨上海开创远洋渔业有限公司党委副书记、纪委书记、董事会秘书,现任上海开创国际海洋资源股份有限公司暨上海开创远洋渔业有限公司党委副书记、纪委书记、董事会秘书,纪委书记,纪委,0,2,书记,2,4
5f6657d9ade9005a1ee96245,王坚,600104,0,66,1600542681297,硕士,"王坚:男,1954年4月出生,中共党员,研究生毕业,工学硕士,高级工程师。曾任上海电气(集团)总公司副总裁、总裁、党委副书记,市经委副主任、党组副书记、纪检组组长、市国防科工办副主任,市经委主任、党组书记、市国防科工办主任,市经济和信息化工作党委副书记、市经济和信息化委主任,市国资委党委书记、市国资委主任,申能(集团)有限公司董事长、党委副书记、党委书记,中国太平洋保险(集团)股份有限公司副董事长,中国商用飞机有限责任公司副董事长。",男,board,,1,1530057600000,0,0,上汽集团,董事,1608513564297,"王坚:男,1954年4月出生,中共党员,研究生毕业,工学硕士,高级工程师",中共党员,中共党员,中共,0,2,党员,2,4
5f6657d9ade9005a1ee96245,王坚,600104,0,66,1600542681297,硕士,"王坚:男,1954年4月出生,中共党员,研究生毕业,工学硕士,高级工程师。曾任上海电气(集团)总公司副总裁、总裁、党委副书记,市经委副主任、党组副书记、纪检组组长、市国防科工办副主任,市经委主任、党组书记、市国防科工办主任,市经济和信息化工作党委副书记、市经济和信息化委主任,市国资委党委书记、市国资委主任,申能(集团)有限公司董事长、党委副书记、党委书记,中国太平洋保险(集团)股份有限公司副董事长,中国商用飞机有限责任公司副董事长。",男,board,,1,1530057600000,0,0,上汽集团,董事,1608513564297,"曾任上海电气(集团)总公司副总裁、总裁、党委副书记,市经委副主任、党组副书记、纪检组组长、市国防科工办副主任,市经委主任、党组书记、市国防科工办主任,市经济和信息化工作党委副书记、市经济和信息化委主任,市国资委党委书记、市国资委主任,申能(集团)有限公司董事长、党委副书记、党委书记,中国太平洋保险(集团)股份有限公司副董事长,中国商用飞机有限责任公司副董事长",曾任上海电气(集团)总公司副总裁、总裁、党委副书记,党委副书记,党委,0,2,副书记,2,5
5f6657d9ade9005a1ee96245,王坚,600104,0,66,1600542681297,硕士,"王坚:男,1954年4月出生,中共党员,研究生毕业,工学硕士,高级工程师。曾任上海电气(集团)总公司副总裁、总裁、党委副书记,市经委副主任、党组副书记、纪检组组长、市国防科工办副主任,市经委主任、党组书记、市国防科工办主任,市经济和信息化工作党委副书记、市经济和信息化委主任,市国资委党委书记、市国资委主任,申能(集团)有限公司董事长、党委副书记、党委书记,中国太平洋保险(集团)股份有限公司副董事长,中国商用飞机有限责任公司副董事长。",男,board,,1,1530057600000,0,0,上汽集团,董事,1608513564297,"曾任上海电气(集团)总公司副总裁、总裁、党委副书记,市经委副主任、党组副书记、纪检组组长、市国防科工办副主任,市经委主任、党组书记、市国防科工办主任,市经济和信息化工作党委副书记、市经济和信息化委主任,市国资委党委书记、市国资委主任,申能(集团)有限公司董事长、党委副书记、党委书记,中国太平洋保险(集团)股份有限公司副董事长,中国商用飞机有限责任公司副董事长",市经委副主任、党组副书记、纪检组组长、市国防科工办副主任,党组副书记,党组,0,2,副书记,2,5
5f6657d9ade9005a1ee96245,王坚,600104,0,66,1600542681297,硕士,"王坚:男,1954年4月出生,中共党员,研究生毕业,工学硕士,高级工程师。曾任上海电气(集团)总公司副总裁、总裁、党委副书记,市经委副主任、党组副书记、纪检组组长、市国防科工办副主任,市经委主任、党组书记、市国防科工办主任,市经济和信息化工作党委副书记、市经济和信息化委主任,市国资委党委书记、市国资委主任,申能(集团)有限公司董事长、党委副书记、党委书记,中国太平洋保险(集团)股份有限公司副董事长,中国商用飞机有限责任公司副董事长。",男,board,,1,1530057600000,0,0,上汽集团,董事,1608513564297,"曾任上海电气(集团)总公司副总裁、总裁、党委副书记,市经委副主任、党组副书记、纪检组组长、市国防科工办副主任,市经委主任、党组书记、市国防科工办主任,市经济和信息化工作党委副书记、市经济和信息化委主任,市国资委党委书记、市国资委主任,申能(集团)有限公司董事长、党委副书记、党委书记,中国太平洋保险(集团)股份有限公司副董事长,中国商用飞机有限责任公司副董事长",市经委主任、党组书记、市国防科工办主任,党组书记,党组,0,2,书记,2,4
